1.135300000000000000e+04,9.854441000000000450e-01,1.233840000000000003e+01,1.770899999999999948e-03,3.216934999999999718e+02,3.510139999999999816e+01,1.441853000000000122e+02
1.285100000000000000e+04,1.010118889999999992e+00,1.094950000000000045e+01,4.453999999999999843e-04,3.137305999999999813e+02,3.959609999999999985e+01,3.352078999999999951e+02
1.390700000000000000e+04,9.780060799999999999e-01,1.168939999999999912e+01,8.721800000000000039e-03,3.073854999999999791e+02,9.013840000000000430e+01,2.894094999999999800e+02
1.921700000000000000e+04,9.939344100000000459e-01,1.361239999999999917e+01,5.832999999999999210e-04,2.089349999999999952e+01,3.579067000000000007e+02,2.549799999999999844e+00
2.031500000000000000e+04,9.900623400000000407e-01,1.309379999999999988e+01,2.651999999999999952e-04,2.303569999999999851e+01,7.386799999999999500e+01,2.891696999999999775e+02
2.122700000000000000e+04,9.957203199999999921e-01,1.191070000000000029e+01,7.218999999999999289e-04,2.893560000000000088e+01,3.193272000000000048e+02,4.537380000000000280e+01
2.319900000000000000e+04,9.925225199999999637e-01,9.691800000000000637e+00,4.572000000000000001e-04,4.066409999999999769e+01,6.380149999999999721e+01,2.929447999999999865e+02
2.365600000000000000e+04,1.001807440000000105e+00,1.464819999999999922e+01,2.354299999999999709e-03,1.026929999999999943e+01,4.732099999999999973e+00,1.845750999999999920e+02
2.394300000000000000e+04,9.919186500000000128e-01,1.030990000000000073e+01,2.242099999999999909e-03,3.287400000000000233e+01,3.083639000000000010e+02,5.640760000000000218e+01
2.474000000000000000e+04,9.950194300000000380e-01,1.374039999999999928e+01,2.101399999999999796e-03,2.039649999999999963e+01,1.282596000000000060e+02,2.319358000000000004e+02
2.474800000000000000e+04,9.902945399999999454e-01,1.045560000000000045e+01,2.442499999999999793e-03,3.690440000000000254e+01,2.763238000000000056e+02,8.806900000000000261e+01
2.591300000000000000e+04,9.874494999999999800e-01,8.160099999999999909e+00,4.659999999999999971e-04,5.008959999999999724e+01,3.538036999999999921e+02,2.257473999999999990e+02
2.771200000000000000e+04,1.005779970000000079e+00,8.659800000000000608e+00,2.078699999999999732e-03,3.360170000000000101e+01,2.385765000000000100e+02,1.211945000000000050e+02
2.782500000000000000e+04,1.002718030000000038e+00,5.931700000000000195e+00,5.119999999999999768e-04,3.298369999999999891e+01,6.781350000000000477e+01,1.560377000000000010e+02
2.819400000000000000e+04,1.001832169999999911e+00,1.113349999999999973e+01,1.592999999999999961e-04,3.689200000000000301e+01,3.308643999999999892e+02,3.815789999999999793e+01
2.888500000000000000e+04,1.002721069999999992e+00,2.369999999999999885e-02,3.073999999999999910e-04,8.056300000000000239e+01,2.160439999999999827e+01,1.477691000000000088e+02
2.952600000000000000e+04,1.002719979999999955e+00,4.580000000000000043e-02,2.195999999999999981e-04,3.484134000000000242e+02,1.000343000000000018e+02,2.685217999999999847e+02
3.229400000000000000e+04,1.002716630000000109e+00,6.719999999999999585e-02,3.499999999999999964e-04,7.351600000000000357e+00,1.023018000000000001e+02,2.204636000000000138e+02
3.247900000000000000e+04,1.040032599999999974e+00,8.385799999999999699e+00,1.894109999999999891e-02,4.193829999999999814e+01,1.858723999999999990e+02,1.603194000000000017e+02
3.315400000000000000e+04,1.002683760000000035e+00,5.179999999999999882e-02,6.026999999999999589e-04,3.580060000000000286e+01,6.000339999999999918e+01,1.446738000000000000e+02
3.346000000000000000e+04,1.002691730000000003e+00,1.590000000000000094e-02,3.023999999999999778e-04,3.468627999999999929e+02,1.360348999999999933e+02,2.577909000000000219e+02
3.659200000000000000e+04,1.002757249999999933e+00,2.429999999999999868e-02,5.735999999999999563e-04,1.079512000000000000e+02,2.131940000000000168e+01,1.241200999999999937e+02
3.739300000000000000e+04,1.002691500000000069e+00,3.640000000000000180e-02,3.714999999999999769e-04,9.325029999999999575e+01,3.592821000000000140e+02,1.704148999999999887e+02
3.824500000000000000e+04,1.002710530000000100e+00,2.989999999999999949e-02,3.041999999999999674e-04,9.420239999999999725e+01,5.063900000000000290e+00,2.196973000000000127e+02
3.903400000000000000e+04,1.002745800000000020e+00,7.380000000000000449e-02,4.060000000000000024e-04,3.526841999999999757e+02,1.211222999999999956e+02,2.460207000000000050e+02
3.907900000000000000e+04,1.002743619999999947e+00,1.490000000000000005e-02,1.936999999999999920e-04,3.381390000000000100e+02,1.432862000000000080e+02,1.350482000000000085e+02
3.921500000000000000e+04,1.002718489999999907e+00,2.455600000000000005e+00,2.374999999999999995e-04,2.016829999999999856e+01,9.272259999999999991e+01,1.264364999999999952e+02
3.923300000000000000e+04,1.002733010000000036e+00,4.660000000000000253e-02,2.086000000000000018e-04,2.599060000000000059e+01,7.587959999999999638e+01,1.509504000000000019e+02
4.027700000000000000e+04,1.002709080000000030e+00,5.449999999999999983e-02,1.244999999999999904e-04,2.265878999999999905e+02,2.759716000000000236e+02,2.693081999999999994e+02
4.061700000000000000e+04,1.002691229999999933e+00,1.789999999999999925e-02,3.460000000000000076e-04,2.441120000000000090e+01,8.316530000000000200e+01,3.032429000000000201e+02
4.102900000000000000e+04,1.002724270000000084e+00,4.680000000000000132e-02,3.854999999999999920e-04,2.477770999999999901e+02,3.115169000000000210e+02,2.514673999999999978e+02
4.123800000000000000e+04,1.002707049999999933e+00,5.009999999999999870e-02,2.655000000000000025e-04,1.538170000000000073e+02,3.344687000000000126e+02,1.336736999999999966e+02
4.158500000000000000e+04,1.040808069999999974e+00,6.630499999999999616e+00,2.121160000000000059e-02,3.490511000000000195e+02,2.208081999999999994e+02,1.376308999999999969e+02
4.174400000000000000e+04,1.003196980000000016e+00,5.513000000000000123e-01,1.267999999999999921e-04,9.428610000000000468e+01,3.092419999999999902e+01,1.481100000000000083e+00
4.274700000000000000e+04,1.002712349999999919e+00,5.410000000000000225e-02,8.045999999999999333e-04,1.024865999999999957e+02,3.553691000000000031e+02,3.259272000000000276e+02
4.370000000000000000e+04,1.002695459999999983e+00,1.760000000000000106e-02,1.620999999999999828e-04,1.260440000000000005e+01,1.073712000000000018e+02,2.108954999999999984e+02
4.403500000000000000e+04,1.002732919999999917e+00,8.740000000000000546e-02,6.470000000000000057e-05,1.069435000000000002e+02,3.536480999999999995e+02,1.407124000000000024e+02
4.407100000000000000e+04,1.002707250000000050e+00,1.086000000000000021e-01,6.789999999999999703e-05,9.974250000000000682e+01,3.470706000000000131e+02,1.974499999999999922e+00
4.430700000000000000e+04,1.002731690000000064e+00,5.700000000000000205e-03,2.188999999999999811e-04,2.808849999999999980e+01,5.797529999999999717e+01,2.178730999999999938e+02
